job_title,company_name,location,start_date,ctc,experience,posted,skills_required
Social Media Executive,Minds Journal Private Limited,Kolkata,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,1 week ago,"['Communication', 'MS Office', 'Time Management']"
Accountant,Pacific Group Of Companies,Ahmedabad,Starts Immediately,"₹ 2,00,000 - 4,00,000",0-2 years,1 week ago,"['Time Management', 'MS Office', 'Communication']"
Swift Developer,App Successor,Noida,Starts Immediately,"₹ 3,00,000 - 3,60,000",0-2 years,1 week ago,"['Teamwork', 'Time Management', 'MS Office']"
Sales And Marketing Representative,Agri Industries Vikas Chamber,Delhi,Starts Immediately,"₹ 3,00,000",0-2 years,1 week ago,"['Communication', 'Teamwork', 'MS Office']"
Community Manager,ELEOI SOLUTIONS,Hyderabad,Starts Immediately,"₹ 6,00,000 - 10,00,000",0-5 years,1 week ago,"['Communication', 'Teamwork', 'MS Office']"
Procurement Operations Analyst,Seven Procure,Faridabad,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2 years,1 week ago,"['Time Management', 'Teamwork', 'MS Office']"
Corporate Sales Executive,Enlisting India Private Limited,Gurgaon,Starts Immediately,"₹ 3,00,000",0-2 years,1 week ago,"['Negotiation', 'Salesforce', 'CRM']"
Customer Support Associate,Niftel Communication Private Limited,Lucknow,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,1 week ago,"['Communication', 'MS Office', 'Time Management']"
Business Operations Associate,Beknown,Work from home,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,1 week ago,"['Time Management', 'Teamwork', 'Communication']"
Field Sales Executive,Yellow Sense Technologies,Bangalore,Starts Immediately,"₹ 2,00,000 - 2,20,000",0-2 years,1 week ago,"['CRM', 'Negotiation', 'Salesforce']"
Associate Graphic Designer,The Machan Resorts,Mumbai,Starts Immediately,"₹ 2,00,000",0-2 years,1 week ago,"['Communication', 'Teamwork', 'MS Office']"
Business Development Manager,Huvi DigiLife Private Limited,Mumbai,Starts Immediately,"₹ 4,00,000 - 6,00,000",0-5 years,1 week ago,"['Excel', 'Negotiation', 'Pitching']"
Online Escalation Executive,Treebo Hotels,Work from home,Starts Immediately,"₹ 3,00,000 - 4,00,000",0-2 years,1 week ago,"['Communication', 'Teamwork', 'Time Management']"
Junior Client Servicing Executive,White Background Studio,Mumbai,Starts Immediately,"₹ 2,04,000 - 2,40,000",0-2 years,1 week ago,"['Teamwork', 'Communication', 'MS Office']"
Email Outreach Specialist,Kasplo,Bangalore,Starts Immediately,"₹ 2,00,000",0-2 years,1 week ago,"['Time Management', 'MS Office', 'Teamwork']"
Business Development Associate,Future Jobs,Work from home,Starts Immediately,"₹ 3,00,000 - 5,00,000",0-5 years,1 week ago,"['Negotiation', 'Pitching', 'Communication']"
Motion Graphics Video Editor,The Big Dumb Project,Work from home,Starts Immediately,"₹ 2,40,000 - 3,00,000",0-2 years,1 week ago,"['Time Management', 'MS Office', 'Communication']"
Human Resources (HR) Executive,Bharti Media & Events,Noida,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,1 week ago,"['Time Management', 'Teamwork', 'Communication']"
Junior Social Media Marketing Executive,Amoda By Esha Bhatia,Mumbai,Starts Immediately,"₹ 2,00,000 - 2,20,000",0-2 years,1 week ago,"['Google Ads', 'Canva', 'Social Media']"
Product Photographer,Sweet Lemon Studio,Delhi,Starts Immediately,"₹ 2,00,000 - 2,01,000",0-2 years,1 week ago,"['Communication', 'MS Office', 'Time Management']"
Telecaller,EvGracias,Hyderabad,Starts Immediately,"₹ 2,00,000 - 2,10,000",0-2 years,1 week ago,"['Time Management', 'Teamwork', 'Communication']"
Digital Marketing Specialist,Amoga,Bangalore,Starts Immediately,"₹ 5,00,000 - 8,00,000",0-5 years,1 week ago,"['Time Management', 'Communication', 'Teamwork']"
HR Generalist Intern,DevMinds,Bangalore,Starts Immediately,"₹ 2,00,000 - 2,04,000",0-2 years,1 week ago,"['MS Office', 'Communication', 'Time Management']"
Travel Consultant,Global Corporate Tour,Noida,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2 years,1 week ago,"['Communication', 'Time Management', 'Teamwork']"
Human Resources (HR) Executive,GreenPole Power Solutions India Private Limited,Bangalore,Starts Immediately,"₹ 2,40,000",0-2 years,1 week ago,"['Communication', 'Time Management', 'Teamwork']"
Software Engineer Trainee,ATF Labs,Agra,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,1 week ago,"['MS Office', 'Teamwork', 'Time Management']"
Corporate Sales Executive,VHM Consultants,Mumbai,Starts Immediately,"₹ 3,00,000 - 5,00,000",0-5 years,1 week ago,"['MS Excel', 'Negotiation', 'CRM']"
Associate Content Writer,United HR Solutions Private Limited,Ahmedabad,Starts Immediately,"₹ 3,00,000 - 4,00,000",0-2 years,1 week ago,"['Time Management', 'Communication', 'Teamwork']"
News Anchor/Reporter,The Nex News,"Karnataka, Bangalore",Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,1 week ago,"['Time Management', 'Communication', 'MS Office']"
Trainee RAMS Engineer,Intellex RAMS Assurance Consulting Private Limited,Mumbai,Starts Immediately,"₹ 3,84,000",0-2 years,1 week ago,"['MS Office', 'Communication', 'Teamwork']"
Events Manager,Rattan Organic Foods Private Limited,"Jaipur, Gurgaon",Starts Immediately,"₹ 4,00,000 - 5,00,000",0-5 years,1 week ago,"['Time Management', 'MS Office', 'Teamwork']"
Business Development Representative (BDR),CreditZilla,Mumbai,Starts Immediately,"₹ 3,00,000 - 5,00,000",0-5 years,1 week ago,"['Communication', 'Excel', 'Negotiation']"
Operational Executive,SS Academy,Mumbai,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2 years,1 week ago,"['MS Office', 'Teamwork', 'Time Management']"
Associate Accountant,Sunita Gupta Jewellery,Mumbai,Starts Immediately,"₹ 2,00,000",0-2 years,1 week ago,"['Teamwork', 'Time Management', 'Communication']"
Content Writer,Picktime,Hyderabad,Starts Immediately,"₹ 2,40,000 - 3,20,000",0-2 years,1 week ago,"['MS Office', 'Teamwork', 'Time Management']"
Field Sales Executive,Jugyah Real Estate Private Limited,Mumbai,Starts Immediately,"₹ 3,00,000 - 6,00,000",0-5 years,1 week ago,"['MS Excel', 'Negotiation', 'CRM']"
HR Recruiter,Neosparks.co.in,Bangalore,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2 years,1 week ago,"['Communication', 'Teamwork', 'Time Management']"
Merchandiser,Madmidaas Films,Mumbai,Starts Immediately,"₹ 2,00,000",0-2 years,1 week ago,"['Communication', 'MS Office', 'Teamwork']"
Graphic Designer,Digitally Bugged LLP,Mumbai,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2 years,1 week ago,"['MS Office', 'Communication', 'Teamwork']"
Graphic Designer,Bitsmart,Gurgaon,Starts Immediately,"₹ 2,50,000 - 3,00,000",0-2 years,1 week ago,"['Communication', 'Time Management', 'Teamwork']"
Software Support Executive,Innoventry Software,Pune,Starts Immediately,"₹ 2,00,000 - 2,10,000",0-2 years,1 week ago,"['Communication', 'Teamwork', 'Time Management']"
IT Security Engineer Intern,Rchilli Incorporation,Work from home,Starts Immediately,"₹ 2,04,000 - 3,00,000",0-2 years,1 week ago,"['Teamwork', 'Time Management', 'MS Office']"
2D Animator,SSB Media,Work from home,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2 years,1 week ago,"['Teamwork', 'MS Office', 'Time Management']"
Reservations Associate - Telecaller,Zero Latency India,Mumbai,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,1 week ago,"['Communication', 'Time Management', 'MS Office']"
Telecaller,AutoGlass Expert,Mira Bhayandar,Starts Immediately,"₹ 2,00,000 - 2,01,000",0-2 years,1 week ago,"['Teamwork', 'Communication', 'Time Management']"
Admission Counselor,Mesotap Marketing Services Private Limited,Work from home,Starts Immediately,"₹ 2,50,000 - 3,00,000",0-2 years,1 week ago,"['Communication', 'Teamwork', 'MS Office']"
Social Media Marketing Manager,Aayush Care Services Private Limited,Work from home,Starts Immediately,"₹ 2,00,000 - 2,20,000",0-2 years,1 week ago,"['MS Office', 'Teamwork', 'Communication']"
Social Media Analyst,Everymedia Technologies Private Limited,Mumbai,Starts Immediately,"₹ 2,00,000 - 3,60,000",0-2 years,1 week ago,"['MS Office', 'Time Management', 'Communication']"
Junior Social Media Marketing Manager,Rannka Digital,Mumbai,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,1 week ago,"['MS Office', 'Teamwork', 'Communication']"
Customer Service Specialist,Colosseum Tech Solutions,Hyderabad,Starts Immediately,"₹ 2,00,000 - 2,16,000",0-2 years,1 week ago,"['MS Office', 'Communication', 'Teamwork']"
IT Recruiter,HYRE,Gulbarga,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2 years,1 week ago,"['MS Office', 'Time Management', 'Communication']"
Data Engineer,Blackcoffer,Work from home,Starts Immediately,"₹ 3,00,000 - 5,00,000",0-5 years,1 week ago,"['Communication', 'MS Office', 'Time Management']"
Business Development Executive,UFaber Edutech,Work from home,Starts Immediately,"₹ 3,00,000 - 4,00,000",0-2 years,1 week ago,"['Excel', 'Communication', 'Pitching']"
Tele Sales Executive,Purple Bridge Consultancy,Zirakpur,Starts Immediately,"₹ 2,00,000 - 4,80,000",0-2 years,1 week ago,"['Negotiation', 'CRM', 'Salesforce']"
Marketing & Sales Executive,Dzylo,Gurgaon,Starts Immediately,"₹ 2,00,000",0-2 years,1 week ago,"['Negotiation', 'CRM', 'Lead Generation']"
Executive - Voice Process,Curis RCM LLP,Chennai,Starts Immediately,"₹ 2,00,000 - 3,50,000",0-2 years,1 week ago,"['MS Office', 'Time Management', 'Communication']"
Associate Trainee (Marketing),American Chase,Indore,Starts Immediately,"₹ 2,10,000 - 3,00,000",0-2 years,1 week ago,"['Time Management', 'Teamwork', 'MS Office']"
Sales Specialist,ShipBolt Industries,Delhi,Starts Immediately,"₹ 3,00,000 - 10,00,000",0-5 years,1 week ago,"['Communication', 'MS Office', 'Teamwork']"
Human Resources (HR) Trainee,WebReinvent Technologies Private Limited,Delhi,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,1 week ago,"['MS Office', 'Communication', 'Time Management']"
Copywriter,Cloudare Technologies Private Limited,Mumbai,Starts Immediately,"₹ 2,00,000 - 6,50,000",0-5 years,1 week ago,"['Teamwork', 'Time Management', 'Communication']"
Operations Executive,Rydeu Logistics UG,Work from home,Starts Immediately,"₹ 2,00,000",0-2 years,1 week ago,"['Communication', 'Teamwork', 'MS Office']"
Business Development Executive,SAG ECommerce Solutions,Work from home,Starts Immediately,"₹ 2,00,000 - 4,00,000",0-2 years,1 week ago,"['Market Research', 'Excel', 'Negotiation']"
Junior Video Editor,Trivium Public Relations,Pune,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,1 week ago,"['Time Management', 'Teamwork', 'Communication']"
HR Executive,Go Study Free,Work from home,Starts Immediately,"₹ 2,00,000",0-2 years,1 week ago,"['Time Management', 'Teamwork', 'Communication']"
Sr. Finance Executive,Transformative Learning Solutions Private Limited,Gurgaon,Starts Immediately,"₹ 5,00,000 - 6,00,000",0-5 years,1 week ago,"['Teamwork', 'Communication', 'MS Office']"
Telecaller,Haymarket SAC Publishing (India) Private Limited,Mumbai,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,1 week ago,"['MS Office', 'Time Management', 'Teamwork']"
Collection Executive,Global Credit Solutions India Private Limited,Gurgaon,Starts Immediately,"₹ 2,00,000 - 4,00,000",0-2 years,1 week ago,"['Communication', 'Time Management', 'MS Office']"
Business Development Executive,Designerrs Academy,"Hyderabad, Chennai",Starts Immediately,"₹ 2,00,000 - 3,50,000",0-2 years,1 week ago,"['Communication', 'Excel', 'Pitching']"
Video Editor,Blue Frog Solutions Private Limited,Delhi,Starts Immediately,"₹ 2,00,000 - 4,00,000",0-2 years,1 week ago,"['MS Office', 'Time Management', 'Teamwork']"
Digital Marketing Associate,Azhar Ali,South East,Starts Immediately,"₹ 2,00,000 - 4,00,000",0-2 years,1 week ago,"['Communication', 'Teamwork', 'Time Management']"
Management Trainee - Hospitality,Stay Vista Private Limited,"Mumbai, Pune",Starts Immediately,"₹ 2,40,000 - 3,00,000",0-2 years,1 week ago,"['Communication', 'Teamwork', 'Time Management']"
Senior Brand Manager,Looks Label,Work from home,Starts Immediately,"₹ 5,00,000 - 6,50,000",0-5 years,1 week ago,"['MS Office', 'Teamwork', 'Communication']"
Graphic Designer,Saroj Agro Industries,Work from home,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,1 week ago,"['Teamwork', 'Communication', 'Time Management']"
Entrepreneur In Residence (Business Growth/Anything Required In Startup),TestFormula Education Private Limited,Delhi,Starts Immediately,"₹ 2,00,000",0-2 years,1 week ago,"['Communication', 'Time Management', 'MS Office']"
Street Talk Host,Storecode,Work from home,Starts Immediately,"₹ 2,00,000 - 7,00,000",0-5 years,1 week ago,"['Time Management', 'Teamwork', 'MS Office']"
Associate WordPress And React Developer,Marine Insight,Work from home,Starts Immediately,"₹ 2,40,000 - 3,00,000",0-2 years,1 week ago,"['MS Office', 'Teamwork', 'Time Management']"
Human Resources (HR) Manager,Light And Shadow,Delhi,Starts Immediately,"₹ 3,00,000 - 4,00,000",0-2 years,1 week ago,"['Teamwork', 'Communication', 'MS Office']"
Administration Associate,Stalwart Careers,Indore,Starts Immediately,"₹ 2,16,000 - 3,00,000",0-2 years,1 week ago,"['Communication', 'MS Office', 'Teamwork']"
Junior Talent Acquisition Executive,Promaynov Advisory Services Private Limited,"Gurgaon, Delhi, Noida",Starts Immediately,"₹ 2,40,000",0-2 years,1 week ago,"['Time Management', 'Communication', 'MS Office']"
Business Development Executive,Aditya Birla Capital Limited (ABCL),Lucknow,Starts Immediately,"₹ 2,00,000 - 5,00,000",0-5 years,1 week ago,"['Excel', 'Pitching', 'Market Research']"
Customer Support (fresher),Bluboy Entertainments Private Limited,Hyderabad,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,1 week ago,"['Time Management', 'Communication', 'Teamwork']"
Sales & Marketing Executive,Career Point Consultancy,Gurgaon,Starts Immediately,"₹ 2,00,000 - 2,20,000",0-2 years,1 week ago,"['Social Media', 'Google Ads', 'Content Writing']"
Education Sales Specialist,Eduflier,Work from home,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,1 week ago,"['Time Management', 'MS Office', 'Communication']"
Lead Generation Specialist,Cosmofeed,Gurgaon,Starts Immediately,"₹ 3,00,000",0-2 years,1 week ago,"['Teamwork', 'Communication', 'Time Management']"
Sales Executive,ModGen Solutions Private Limited,Navi Mumbai,Starts Immediately,"₹ 2,40,000 - 3,00,000",0-2 years,1 week ago,"['Negotiation', 'CRM', 'Lead Generation']"
Software Operations Trainee,Faclon,"Mumbai, Thane",Starts Immediately,"₹ 3,00,000 - 4,00,000",0-2 years,1 week ago,"['MS Office', 'Teamwork', 'Time Management']"
Content Writer,FreeKaaMaal.com,Noida,Starts Immediately,"₹ 2,16,000 - 2,40,000",0-2 years,1 week ago,"['Time Management', 'MS Office', 'Teamwork']"
Software Engineer Trainee,BluTech Talent Plus LLP,Bangalore,Starts Immediately,"₹ 2,50,000",0-2 years,1 week ago,"['MS Office', 'Communication', 'Time Management']"
Business Operations Manager,Sparsh Machinery & Equipments,"Jamshedpur, Bhubaneswar",Starts Immediately,"₹ 3,00,000 - 3,50,000",0-2 years,1 week ago,"['Time Management', 'Communication', 'Teamwork']"
Social Media Specialist (Fashion),Storecode,Work from home,Starts Immediately,"₹ 2,00,000 - 7,00,000",0-5 years,1 week ago,"['Teamwork', 'Communication', 'Time Management']"
Sales Management Trainee,Natminds Services Private Limited,Gurgaon,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2 years,1 week ago,"['MS Office', 'Communication', 'Time Management']"
Junior Search Engine Optimization (SEO) Associate,Travelomatrix,Gurgaon,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2 years,1 week ago,"['Teamwork', 'Time Management', 'Communication']"
Telesales Representative,Whooper Technologies,Gurgaon,Starts Immediately,"₹ 2,40,000 - 5,00,000",0-5 years,1 week ago,"['Teamwork', 'MS Office', 'Communication']"
Product Marketing Executive,A1 Advance,Work from home,Starts Immediately,"₹ 4,00,000 - 6,00,000",0-5 years,1 week ago,"['Google Ads', 'Canva', 'SEO']"
Backend Operating Executive,A1 Advance,Work from home,Starts Immediately,"₹ 4,00,000 - 6,00,000",0-5 years,1 week ago,"['Communication', 'Time Management', 'MS Office']"
Business Development Manager,Aarogita Health & Wellness Private Limited,Gurgaon,Starts Immediately,"₹ 3,00,000 - 5,50,000",0-5 years,1 week ago,"['Market Research', 'Communication', 'Pitching']"
E-commerce Chat Process Executive,Elite Business Solution,Jaipur,Starts Immediately,"₹ 2,70,000 - 3,20,000",0-2 years,1 week ago,"['Teamwork', 'Communication', 'Time Management']"
Business Development Executive,Conscript,Bangalore,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,1 week ago,"['Pitching', 'Excel', 'Communication']"
Content Writer,Exotic India Art,Delhi,Starts Immediately,"₹ 2,40,000 - 2,64,000",0-2 years,1 week ago,"['Time Management', 'MS Office', 'Teamwork']"
Field Sales Specialist,Pecksmart,Hyderabad,Starts Immediately,"₹ 3,00,000 - 5,00,000",0-5 years,1 week ago,"['Time Management', 'MS Office', 'Communication']"
Associate Accountant,Wellversed Health Private Limited,Gurgaon,Starts Immediately,"₹ 3,00,000 - 5,00,000",0-5 years,1 week ago,"['MS Office', 'Communication', 'Teamwork']"
Business Development Manager,Transcendental Lifescience Pvt. Ltd,Mumbai,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,1 week ago,"['Communication', 'Negotiation', 'Excel']"
Finance Executive,A1 Advance,Work from home,Starts Immediately,"₹ 4,00,000 - 6,00,000",0-5 years,1 week ago,"['Teamwork', 'Time Management', 'Communication']"
Administration Executive,A1 Advance,Work from home,Starts Immediately,"₹ 4,00,000 - 6,00,000",0-5 years,1 week ago,"['MS Office', 'Time Management', 'Communication']"
IT Project Co-ordinator,A1 Advance,Work from home,Starts Immediately,"₹ 4,00,000 - 6,00,000",0-5 years,1 week ago,"['Communication', 'Teamwork', 'Time Management']"
Assistant Manager - Public Relations,Shikha Mishra,Delhi,Starts Immediately,"₹ 2,00,000 - 2,10,000",0-2 years,1 week ago,"['Teamwork', 'Communication', 'MS Office']"
Back-Office Operator Executive,Marwood Infotech,"Kochi, Bangalore, Warangal, Visakhapatnam, Tiruppur, Kannur, Salem, Guntur, Chennai, Coimbatore, Kalaburagi, Kozhikode, Vijawada, Hubali-Dharwad, Shivamogga",Starts Immediately,"₹ 5,00,000 - 7,00,000",0-5 years,1 week ago,"['MS Office', 'Teamwork', 'Communication']"
Junior Social Media Marketing Manager,Dr. Munish Raizada,Delhi,Starts Immediately,"₹ 3,00,000 - 4,00,000",0-2 years,1 week ago,"['MS Office', 'Communication', 'Teamwork']"
Administration Executive,Hivyu Prive,Mumbai,Starts Immediately,"₹ 2,00,000",0-2 years,1 week ago,"['Communication', 'MS Office', 'Teamwork']"
Digital Marketing Executive,Ragilly Technologies Private Limited,Kolkata,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,1 week ago,"['Canva', 'Content Writing', 'Google Ads']"
Telecaller,BrandTouch & Analytics Private Limited,Mumbai,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2 years,1 week ago,"['Communication', 'Time Management', 'MS Office']"
Website Manager,Morni Fashions,Jaipur,Starts Immediately,"₹ 3,00,000 - 4,00,000",0-2 years,1 week ago,"['Time Management', 'Communication', 'MS Office']"
